Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,AlignmentBackfieldRoutesPercentage,playerStatsFirstDownsReceiving,TouchdownsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentSlotRoutesPercentage,playerStatsInside20ReceivingTargetsTotal,TargetsContestedTotal,ReceptionsContested,DropsTotal,AveragesPerTargetDropsTotal,AlignmentInlineRoutesPercentage,ReceptionsHero
Kareem Hunt,KC,RB,39,No,No,No,15,9,No,Yes,8,0.8889,0.6,8,0.8889,36,65,24,-33,,9,9,1,-3.6667,83.3,2.4,4,-1.6278,4.5,8.125,3,19.7073,19.7073,0.2308,3.6,11.6,7.6,15.6,11.6,11.6,7.6,11.6,11.6,11.6,7.6,11.6,11.6,13,0.7333,3,,,,0.0667,6,,,,,0.2,
AJ Barner,SEA,TE,22,Yes,No,No,4,2,No,Yes,2,1,0.5,2,1,16,20,8,-4,,2,2,1,-2,100,4,8,2.6167,8,10,4,3.3695,3.3695,0.0909,1.6,3.6,2.6,3.6,4.6,3.6,2.6,3.6,3.6,3.6,2.6,4.6,3.6,17,,1,,1,0.5,0.75,1,,,,,0.25,
Zach Charbonnet,SEA,RB,36,Yes,No,No,18,10,No,Yes,9,0.9,0.5556,9,0.9,124,116,33,-48,0.1111,10,10,1,-4.8,118.3,6.8889,12.4,5.9475,13.7778,12.8889,3.6667,14.2478,14.2478,0.2778,12.4,21.4,16.9,25.9,21.4,24.4,19.9,21.4,21.4,21.4,16.9,21.4,21.4,17,0.6667,4,,3,0.3333,0.2222,,,,,,,
Chuba Hubbard,CAR,RB,23,No,No,No,17,9,No,Yes,8,0.8889,0.5294,8,0.8889,23,73,23,-53,0.0588,9,9,1,-5.8889,79.2,1.3529,2.5556,-2.5482,2.875,9.125,2.875,14.387,14.387,0.3913,2.3,10.3,6.3,14.3,10.3,10.3,6.3,10.3,10.3,10.3,6.3,10.3,10.3,15,0.8824,1,,3,0.375,0.0588,2,,,,,,
Jared Wayne,HST,WR,1,Yes,No,No,1,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
Xavier Worthy,KC,WR,54,Yes,No,No,36,18,No,Yes,17,0.9444,0.5,17,0.9444,111,158,29,-51,0.4444,18,18,1,-2.8333,92.4,3.0833,6.1667,1.2276,6.5294,9.2941,1.7059,27.2558,27.2558,0.3333,11.1,28.1,19.6,28.1,28.1,31.1,22.6,28.1,28.1,28.1,19.6,28.1,28.1,17,0.0556,4,,1,0.0588,0.5,6,,,,,,
Rachaad White,TB,RB,54,No,No,No,37,25,No,Yes,24,0.96,0.6757,24,0.96,201,333,97,-133,0.027,25,25,1,-5.32,139.8,5.4324,8.04,2.7005,8.375,13.875,4.0417,41.1632,41.1632,0.463,44.1,68.1,56.1,80.1,68.1,71.1,59.1,68.1,68.1,68.1,56.1,68.1,68.1,16,0.6757,10,4,6,0.25,0.2973,8,,,,,,
Malachi Corley,NYJ,WR,4,No,No,Yes,1,1,No,Yes,1,1,1,1,1,4,4,3,,,1,1,1,,83.3,4,4,-2.0386,4,4,3,1.4135,1.4135,0.25,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,7,,,,,,1,,,,,,,
Elijah Moore,CLV,WR,38,No,No,Yes,14,4,No,Yes,3,0.75,0.2857,3,0.75,5,12,2,-7,0.6429,4,4,1,-1.75,77.1,0.3571,1.25,-4.2725,1.6667,4,0.6667,5.4283,5.4283,0.1053,0.5,3.5,2,3.5,3.5,3.5,2,3.5,3.5,3.5,2,3.5,3.5,17,,1,,,,0.3571,,,,,,,
Isiah Pacheco,KC,RB,12,No,No,No,5,3,No,Yes,3,1,0.6,3,1,22,35,3,-13,0.2,3,3,1,-4.3333,97.2,4.4,7.3333,1.3795,7.3333,11.6667,1,6.0562,6.0562,0.25,2.2,5.2,3.7,6.7,5.2,5.2,3.7,5.2,5.2,5.2,3.7,5.2,5.2,7,0.8,2,,1,0.3333,,,,,,,,
Cordarrelle Patterson,PIT,RB,6,Yes,No,No,4,3,No,Yes,3,1,0.75,3,1,3,15,4,-12,0.75,3,3,1,-4,79.2,0.75,1,-4.9801,1,5,1.3333,4.2358,4.2358,0.5,0.3,3.3,1.8,4.8,3.3,3.3,1.8,3.3,3.3,3.3,1.8,3.3,3.3,13,,1,,,,0.25,,,,,,,
Pat Freiermuth,PIT,TE,27,Yes,No,No,6,2,No,Yes,2,1,0.3333,2,1,13,17,4,-4,0.1667,2,2,1,-2,133.3,2.1667,6.5,0.6873,6.5,8.5,2,4.475,4.475,0.0741,7.3,9.3,8.3,9.3,10.3,9.3,8.3,9.3,9.3,9.3,8.3,10.3,9.3,17,,1,1,,,0.3333,2,,,,,0.5,
Calvin Austin,PIT,WR,15,Yes,No,No,10,8,No,Yes,7,0.875,0.8,6,0.75,28,34,13,-7,0.4,8,8,1,-0.875,79.2,2.8,3.5,-2.0057,4.6667,5.6667,2.1667,12.2145,12.2145,0.5333,2.8,8.8,5.8,8.8,8.8,8.8,5.8,8.8,8.8,8.8,5.8,8.8,8.8,17,,1,,1,0.1667,0.6,1,1,,,,,
Jacob Cowing,SF,WR,7,No,No,No,4,1,No,Yes,1,1,0.25,1,1,9,13,5,-4,0.5,1,1,1,-4,104.2,2.25,9,4.5149,9,13,5,3.6983,3.6983,0.1429,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,15,,,,,,0.5,1,,,,,,
Geoff Swaim,CLV,TE,8,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,1,
Bijan Robinson,ATL,RB,47,No,No,No,30,21,No,Yes,20,0.9524,0.7,20,0.9524,98,183,51,-86,0.2667,21,21,1,-4.0952,86.1,3.2667,4.6667,-0.7999,4.9,9.15,2.55,35.6319,35.6319,0.4468,9.8,29.8,19.8,39.8,29.8,29.8,19.8,29.8,29.8,29.8,19.8,29.8,29.8,17,0.5667,5,,6,0.3,0.1667,3,,,,,,
Jaleel McLaughlin,DEN,RB,25,Yes,No,No,16,10,No,Yes,9,0.9,0.625,9,0.9,15,72,19,-64,0.0625,10,10,1,-6.4,79.2,0.9375,1.5,-3.4654,1.6667,8,2.1111,12.8767,12.8767,0.4,1.5,10.5,6,15,10.5,10.5,6,10.5,10.5,10.5,6,10.5,10.5,16,0.6875,,,3,0.3333,0.25,,,,,,,
Darnell Mooney,ATL,WR,43,Yes,No,No,12,6,No,Yes,6,1,0.5,6,1,3,24,3,-21,0.25,6,6,1,-3.5,79.2,0.25,0.5,-4.2517,0.5,4,0.5,10.8128,10.8128,0.1395,0.3,6.3,3.3,6.3,6.3,6.3,3.3,6.3,6.3,6.3,3.3,6.3,6.3,16,0.25,1,,,,0.5,,,,,,,
Jeremy Ruckert,NYJ,TE,22,Yes,No,No,4,1,No,Yes,1,1,0.25,1,1,-1,1,,-2,,1,1,1,-2,79.2,-0.25,-1,-5.8511,-1,1,,1.4553,1.4553,0.0455,-0.1,0.9,0.4,0.9,1.4,0.9,0.4,0.9,0.9,0.9,0.4,1.4,0.9,17,,,,,,0.75,,,,,,0.25,
Kalif Raymond,DET,WR,12,No,No,No,5,5,No,Yes,5,1,1,5,1,38,57,9,-19,0.4,5,5,1,-3.8,98.3,7.6,7.6,3.0238,7.6,11.4,1.8,7.5077,7.5077,0.4167,3.8,8.8,6.3,8.8,8.8,8.8,6.3,8.8,8.8,8.8,6.3,8.8,8.8,12,,1,,1,0.2,0.6,1,,,,,,
Andrei Iosivas,CIN,WR,32,Yes,No,No,6,1,No,Yes,1,1,0.1667,1,1,1,4,,-3,0.3333,1,1,1,-3,79.2,0.1667,1,-3.9408,1,4,,1.5095,1.5095,0.0312,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,17,,,,,,0.6667,,,,,,,
Brandon Aiyuk,SF,WR,9,No,No,Yes,3,1,No,Yes,1,1,0.3333,1,1,2,6,1,-4,0.3333,1,1,1,-4,79.2,0.6667,2,-2.4851,2,6,1,1.7271,1.7271,0.1111,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,7,,,,,,0.6667,,,,,,,
Allen Lazard,NYJ,WR,48,Yes,No,No,10,4,No,Yes,3,0.75,0.4,2,0.5,17,20,7,-5,0.6,4,4,1,-1.25,101,1.7,4.25,-1.7522,8.5,10,3.5,7.3297,7.3297,0.0833,7.7,9.7,8.7,9.7,9.7,9.7,8.7,9.7,9.7,9.7,8.7,9.7,9.7,12,,1,1,1,0.5,0.4,2,,,1,0.25,,
Zay Jones,ARZ,WR,18,No,No,No,5,1,No,Yes,1,1,0.2,1,1,3,5,2,-2,0.6,1,1,1,-2,79.2,0.6,3,-2.4991,3,5,2,1.4828,1.4828,0.0556,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,11,,1,,,,0.4,,,,,,,
Stefon Diggs,HST,WR,24,Yes,No,Yes,8,5,No,Yes,5,1,0.625,5,1,20,46,16,-26,0.375,5,5,1,-5.2,83.3,2.5,4,-0.1483,4,9.2,3.2,7.076,7.076,0.2083,2.52,7.52,5.02,7.52,7.52,7.52,5.02,7.52,7.52,7.52,5.02,7.65,7.65,8,,1,,,,0.625,1,,,,,,
Ben Sinnott,WAS,TE,15,No,No,No,3,1,No,Yes,1,1,0.3333,1,1,3,5,3,-2,0.3333,1,1,1,-2,79.2,1,3,-1.8511,3,5,3,1.5148,1.5148,0.0667,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,17,,,,,,0.3333,,,,,,0.3333,
Austin Ekeler,WAS,RB,28,No,No,No,19,13,No,Yes,13,1,0.6842,13,1,120,180,48,-60,0.3158,13,13,1,-4.6154,105.1,6.3158,9.2308,3.7585,9.2308,13.8462,3.6923,17.9244,17.9244,0.4643,12,25,18.5,31.5,25,28,21.5,25,25,25,18.5,25,25,12,0.4737,4,,3,0.2308,0.2105,,,,,,,
Jaheim Bell,NE,TE,7,Yes,No,No,2,1,No,Yes,1,1,0.5,1,1,1,3,1,-2,1,1,1,1,-2,79.2,0.5,1,-3.8511,1,3,1,1.7831,1.7831,0.1429,0.1,1.1,0.6,1.1,1.6,1.1,0.6,1.1,1.1,1.1,0.6,1.6,1.1,13,,,,,,,,,,,,,
Devontez Walker,BLT,WR,5,No,No,Yes,2,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,
Daniel Bellinger,NYG,TE,17,Yes,No,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,0.5,,,,,,0.5,
Drew Sample,CIN,TE,23,Yes,No,No,1,1,No,Yes,1,1,1,1,1,,1,1,-1,,1,1,1,-1,79.2,,,-4.9014,,1,1,1.4882,1.4882,0.0435,,1,0.5,1,1.5,1,0.5,1,1,1,0.5,1.5,1,17,,,,,,,,,,,,1,
Curtis Samuel,BUF,WR,23,Yes,No,No,14,12,No,Yes,12,1,0.8571,12,1,59,94,19,-35,0.1429,12,12,1,-2.9167,87.2,4.2143,4.9167,-0.0661,4.9167,7.8333,1.5833,18.8378,18.8378,0.5217,5.9,17.9,11.9,17.9,17.9,17.9,11.9,17.9,17.9,17.9,11.9,17.9,17.9,14,0.0714,1,,3,0.25,0.7857,,1,1,,,,
Najee Harris,PIT,RB,19,Yes,No,No,14,11,No,Yes,10,0.9091,0.7857,9,0.8182,105,157,21,-63,,11,11,1,-5.7273,106.4,7.5,9.5455,4.2228,11.6667,17.4444,2.3333,14.4808,14.4808,0.5789,10.5,19.5,15,24,19.5,22.5,18,19.5,19.5,19.5,15,19.5,19.5,17,1,4,,4,0.4444,,2,,,1,0.0909,,
Chase Brown,CIN,RB,27,Yes,No,Yes,14,10,No,Yes,10,1,0.7143,9,0.9,48,79,23,-34,0.2857,10,10,1,-3.4,120,3.4286,4.8,-0.9278,5.3333,8.7778,2.5556,16.7891,16.7891,0.3704,10.8,19.8,15.3,24.3,19.8,19.8,15.3,19.8,19.8,19.8,15.3,19.8,19.8,16,0.5,3,1,4,0.4444,0.1429,1,1,,,,0.0714,
Trey Palmer,TB,WR,23,No,No,No,7,2,No,Yes,2,1,0.2857,2,1,12,21,4,-9,0.7143,2,2,1,-4.5,91.7,1.7143,6,1.6586,6,10.5,2,2.4007,2.4007,0.087,1.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,15,,,,,,0.2857,,,,,,,
Kyren Williams,LA,RB,38,No,No,No,13,8,No,Yes,7,0.875,0.6154,6,0.75,-2,29,6,-48,,8,8,1,-6,77.1,-0.1538,-0.25,-5.4841,-0.3333,4.8333,1,13.0103,13.0103,0.2105,-0.2,5.8,2.8,8.8,5.8,5.8,2.8,5.8,5.8,5.8,2.8,5.8,5.8,16,0.9231,,,,,0.0769,2,,,1,0.125,,
Tucker Kraft,GB,TE,60,No,No,No,16,12,No,Yes,10,0.8333,0.75,10,0.8333,61,76,20,-22,,12,12,1,-1.8333,127.4,3.8125,5.0833,-0.507,6.1,7.6,2,23.596,23.596,0.2,24.1,34.1,29.1,34.1,39.1,34.1,29.1,34.1,34.1,34.1,29.1,39.1,34.1,17,,4,3,1,0.1,0.3125,4,,,,,0.6875,
Payne Durham,TB,TE,31,No,No,No,5,,No,Yes,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,0.6,
Patrick Taylor,SF,RB,10,No,No,No,6,,No,Yes,,,,,,,,,,0.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.8333,,,,,,,,,,,,
Carson Steele,KC,RB,15,Yes,No,No,5,2,No,Yes,2,1,0.4,2,1,3,13,1,-10,,2,2,1,-5,79.2,0.6,1.5,-4.3711,1.5,6.5,0.5,3.6039,3.6039,0.1333,0.3,2.3,1.3,3.3,2.3,2.3,1.3,2.3,2.3,2.3,1.3,2.3,2.3,16,1,,,,,,1,,,,,,
Trey McBride,ARZ,TE,40,No,No,No,20,16,No,Yes,16,1,0.8,15,0.9375,88,118,39,-33,0.15,16,16,1,-2.0625,110.4,4.4,5.5,0.1775,5.8667,7.8667,2.6,28.7136,28.7136,0.4,14.8,29.8,22.3,29.8,37.3,29.8,22.3,29.8,29.8,29.8,22.3,37.3,29.8,16,,3,1,4,0.2667,0.35,2,,,1,0.0625,0.5,
John Bates,WAS,TE,30,No,No,No,3,2,No,Yes,,,0.6667,,,,,,-8,,2,2,1,-4,39.6,,,-5.1193,,,,3.1234,3.1234,0.0667,,,,,,,,,,,,,,17,,,,,,,,,,,,1,
Jalen Reagor,LAC,WR,10,No,No,No,5,1,Yes,Yes,1,1,0.2,1,1,,4,3,-4,,1,1,1,-4,79.2,,,-4.4851,,4,3,2.9595,2.9595,0.1,,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,8,,,,,,1,,,,,,,
Dawson Knox,BUF,TE,26,No,No,Yes,5,2,No,Yes,2,1,0.4,2,1,9,15,3,-6,0.4,2,2,1,-3,85.4,1.8,4.5,-1.0938,4.5,7.5,1.5,4.5124,4.5124,0.0769,0.9,2.9,1.9,2.9,3.9,2.9,1.9,2.9,2.9,2.9,1.9,3.9,2.9,16,,,,,,0.6,,,,,,,
Noah Brown,WAS,WR,30,Yes,No,Yes,5,3,No,Yes,3,1,0.6,3,1,20,26,10,-6,0.6,3,3,1,-2,94.4,4,6.6667,1.3599,6.6667,8.6667,3.3333,4.1447,4.1447,0.1,2,5,3.5,5,5,5,3.5,5,5,5,3.5,5,5,11,,1,,,,0.4,1,,,,,,
Dontayvion Wicks,GB,WR,41,No,No,No,9,4,No,Yes,4,1,0.4444,4,1,13,18,7,-5,0.6667,4,4,1,-1.25,80.2,1.4444,3.25,-2.5517,3.25,4.5,1.75,8.504,8.504,0.0976,1.3,5.3,3.3,5.3,5.3,5.3,3.3,5.3,5.3,5.3,3.3,5.3,5.3,17,,2,,1,0.25,0.2222,1,,,,,0.1111,
Brevin Jordan,HST,TE,2,No,No,No,1,1,No,Yes,,,1,,,,,,-4,,1,1,1,-4,39.6,,,-6.3364,,,,1.5014,1.5014,0.5,,,,,,,,,,,,,,2,,,,,,,,,,,,1,
Jayden Reed,GB,WR,57,No,No,No,39,25,No,Yes,24,0.96,0.641,19,0.76,125,196,40,-102,0.2821,25,25,1,-4.08,99.6,3.2051,5,0.511,6.5789,10.3158,2.1053,44.2737,44.2737,0.4386,18.5,37.5,28,37.5,37.5,40.5,31,37.5,37.5,37.5,28,37.5,37.5,17,0.0513,4,1,1,0.0526,0.641,5,,,5,0.2,0.0256,
Dante Pettis,NO,WR,9,No,No,No,7,3,No,Yes,3,1,0.4286,2,0.6667,10,18,5,-10,1,3,3,1,-3.3333,71.5,1.4286,3.3333,-1.5332,5,9,2.5,4.5697,4.5697,0.3333,1,3,2,3,3,3,2,3,3,3,2,3,3,8,,,,,,,1,,,1,0.3333,,
Ainias Smith,PHI,WR,3,Yes,No,No,3,3,No,Yes,3,1,1,3,1,8,17,3,-9,0.6667,3,3,1,-3,79.2,2.6667,2.6667,-2.3083,2.6667,5.6667,1,4.4202,4.4202,1,0.8,3.8,2.3,3.8,3.8,3.8,2.3,3.8,3.8,3.8,2.3,3.8,3.8,7,,,,,,0.3333,,,,,,,
Chris Godwin,TB,WR,34,Yes,No,No,15,12,No,Yes,12,1,0.8,12,1,154,178,76,-24,0.4,12,12,1,-2,146.5,10.2667,12.8333,7.4031,12.8333,14.8333,6.3333,19.6609,19.6609,0.3529,21.4,33.4,27.4,33.4,33.4,36.4,30.4,33.4,33.4,33.4,27.4,33.4,33.4,7,,4,1,4,0.3333,0.6,2,,,,,,
Terry McLaurin,WAS,WR,66,No,No,No,35,12,No,Yes,12,1,0.3429,11,0.9167,35,68,17,-37,0.6857,12,12,1,-3.0833,79.2,1,2.9167,-2.0142,3.1818,6.1818,1.5455,20.4065,20.4065,0.1818,3.5,14.5,9,14.5,14.5,14.5,9,14.5,14.5,14.5,9,14.5,14.5,17,,2,,1,0.0909,0.3143,2,,,1,0.0833,,
Dallas Goedert,PHI,TE,13,Yes,No,No,5,5,No,Yes,5,1,1,5,1,15,24,6,-9,0.2,5,5,1,-1.8,79.2,3,3,-2.3544,3,4.8,1.2,9.2041,9.2041,0.3846,1.5,6.5,4,6.5,9,6.5,4,6.5,6.5,6.5,4,9,6.5,10,,,,,,0.4,2,,,,,0.4,
Roschon Johnson,CHI,RB,15,No,No,No,7,4,No,Yes,4,1,0.5714,4,1,21,43,24,-22,,4,4,1,-5.5,88.5,3,5.25,0.0434,5.25,10.75,6,5.2792,5.2792,0.2667,2.1,6.1,4.1,8.1,6.1,6.1,4.1,6.1,6.1,6.1,4.1,6.1,6.1,13,1,1,,1,0.25,,,,,,,,
Cedric Tillman,CLV,WR,19,No,No,No,8,2,No,Yes,2,1,0.25,2,1,3,6,1,-3,0.875,2,2,1,-1.5,79.2,0.375,1.5,-4.3345,1.5,3,0.5,3.9598,3.9598,0.1053,0.3,2.3,1.3,2.3,2.3,2.3,1.3,2.3,2.3,2.3,1.3,2.3,2.3,11,,,,,,0.125,1,,,,,,
Marvin Mims,DEN,WR,42,Yes,No,No,34,24,No,Yes,24,1,0.7059,23,0.9583,209,308,54,-102,0.3529,24,24,1,-4.25,142.5,6.1471,8.7083,4.2365,9.087,13.3913,2.3478,41.4295,41.4295,0.5714,38.9,61.9,50.4,61.9,61.9,64.9,53.4,61.9,61.9,61.9,50.4,61.9,61.9,17,0.1176,8,3,3,0.1304,0.5294,5,,,1,0.0417,,
Raheem Mostert,MIA,RB,24,Yes,No,No,14,5,No,Yes,5,1,0.3571,5,1,39,53,12,-14,0.0714,5,5,1,-2.8,99.2,2.7857,7.8,2.0069,7.8,10.6,2.4,7.5726,7.5726,0.2083,3.9,8.9,6.4,11.4,8.9,8.9,6.4,8.9,8.9,8.9,6.4,8.9,8.9,13,0.6429,2,,1,0.2,0.2857,,,,,,,
Calvin Ridley,TEN,WR,44,No,No,No,14,8,No,No,8,1,0.5714,8,1,39,60,19,-21,0.6429,8,8,1,-2.625,87,2.7857,4.875,-0.3289,4.875,7.5,2.375,13.7591,13.7591,0.1818,3.9,11.9,7.9,11.9,11.9,11.9,7.9,11.9,11.9,11.9,7.9,11.9,11.9,17,,1,,3,0.375,0.3571,1,,,,,,
Jalen Coker,CAR,WR,18,No,No,No,9,2,No,Yes,2,1,0.2222,2,1,18,24,11,-6,0.4444,2,2,1,-3,104.2,2,9,4.0592,9,12,5.5,2.9779,2.9779,0.1111,1.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,11,,1,,1,0.5,0.5556,,,,,,,
Drake London,ATL,WR,47,No,No,No,8,2,No,Yes,2,1,0.25,1,0.5,5,8,2,-3,0.75,2,2,1,-1.5,56.3,0.625,2.5,-2.9897,5,8,2,2.8162,2.8162,0.0426,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,17,,,,,,0.25,,,,1,0.5,,
Jalen Tolbert,DAL,WR,50,No,No,No,14,1,No,Yes,1,1,0.0714,1,1,4,5,2,-1,0.8571,1,1,1,-1,83.3,0.2857,4,-2.1699,4,5,2,1.7122,1.7122,0.02,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,17,,,,,,0.1429,1,,,,,,
Bub Means,NO,WR,6,Yes,No,No,4,1,No,Yes,1,1,0.25,1,1,14,18,18,-4,0.5,1,1,1,-4,118.8,3.5,14,9.5149,14,18,18,1.4882,1.4882,0.1667,1.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,7,,,,3,3,0.5,,,,,,,
Alec Pierce,IND,WR,35,Yes,No,No,8,1,No,No,1,1,0.125,1,1,5,8,2,-3,0.875,1,1,1,-3,87.5,0.625,5,0.0592,5,8,2,1.5095,1.5095,0.0286,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,16,,,,,,0.125,,,,,,,
Bo Melton,GB,WR,11,No,No,No,5,1,No,Yes,1,1,0.2,1,1,1,,,1,0.4,1,1,1,1,79.2,0.2,1,-4.1211,1,,,1.8493,1.8493,0.0909,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,17,,,,,,0.6,1,,,,,,
Olamide Zaccheaus,WAS,WR,38,No,No,No,16,10,No,Yes,9,0.9,0.625,9,0.9,61,85,14,-27,0.5,10,10,1,-2.7,92.1,3.8125,6.1,0.8461,6.7778,9.4444,1.5556,19.2115,19.2115,0.2632,6.1,15.1,10.6,15.1,15.1,15.1,10.6,15.1,15.1,15.1,10.6,15.1,15.1,17,,2,,,,0.5,2,,,,,,
Velus Jones,CAR,WR,1,Yes,No,No,1,1,No,Yes,1,1,1,1,1,8,13,3,-5,,1,1,1,-5,100,8,8,3.8404,8,13,3,1.5078,1.5078,1,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,2,,,,,,1,,,,,,,
Will Mallory,IND,TE,3,Yes,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,1,,,,,,,
D'Wayne Eskridge,MIA,WR,4,No,No,No,1,1,No,Yes,1,1,1,1,1,8,11,1,-3,1,1,1,1,-3,100,8,8,3.0592,8,11,1,1.4785,1.4785,0.25,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,6,,,,,,,,,,,,,
Jaxon Smith-Njigba,SEA,WR,64,Yes,No,No,28,22,No,Yes,22,1,0.7857,22,1,151,236,44,-37,0.2143,22,22,1,-1.6818,95.3,5.3929,6.8636,1.475,6.8636,10.7273,2,35.6505,35.6505,0.3438,15.1,37.1,26.1,37.1,37.1,40.1,29.1,37.1,37.1,37.1,26.1,37.1,37.1,17,0.0357,4,,3,0.1364,0.75,3,,,,,,
Sam LaPorta,DET,TE,60,No,No,No,13,6,No,Yes,5,0.8333,0.4615,5,0.8333,69,94,24,-25,0.3077,6,6,1,-4.1667,114.6,5.3077,11.5,6.0315,13.8,18.8,4.8,8.7189,8.7189,0.1,6.9,11.9,9.4,11.9,14.4,11.9,9.4,11.9,11.9,11.9,9.4,14.4,11.9,16,,3,,3,0.6,0.3077,3,,,,,0.3846,
Brycen Tremayne,WAS,WR,1,Yes,No,No,1,1,No,Yes,1,1,1,1,1,-2,2,1,-4,1,1,1,1,-4,79.2,-2,-2,-6.4851,-2,2,1,1.7271,1.7271,1,-0.2,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,2,,,,,,,,,,,,,
Robert Woods,HST,WR,25,No,No,No,5,4,No,No,4,1,0.8,4,1,12,24,5,-12,,4,4,1,-3,79.2,2.4,3,-1.9665,3,6,1.25,5.8343,5.8343,0.16,1.2,5.2,3.2,5.2,5.2,5.2,3.2,5.2,5.2,5.2,3.2,5.2,5.2,15,,,,,,1,,,,,,,
Christian McCaffrey,SF,RB,7,No,No,No,5,3,No,Yes,3,1,0.6,3,1,37,50,4,-13,0.4,3,3,1,-4.3333,118.1,7.4,12.3333,6.7406,12.3333,16.6667,1.3333,5.3013,5.3013,0.4286,2.7,5.7,4.2,7.2,5.7,5.7,3.2,4.7,4.7,4.7,3.2,5.7,4.7,4,0.4,1,,1,0.3333,0.2,1,,,,,,
Sterling Shepard,TB,WR,43,No,No,No,16,7,No,Yes,7,1,0.4375,6,0.8571,50,59,12,-10,0.625,7,7,1,-1.4286,96.4,3.125,7.1429,1.6683,8.3333,9.8333,2,10.1632,10.1632,0.1628,5,11,8,11,11,11,8,11,11,11,8,11,11,14,,3,,,,0.375,1,1,,,,,
Khalil Shakir,BUF,WR,44,No,No,Yes,30,26,No,Yes,25,0.9615,0.8667,24,0.9231,188,264,86,-81,0.0667,26,26,1,-3.1154,122.4,6.2667,7.2308,2.3188,7.8333,11,3.5833,43.9364,43.9364,0.5909,30.8,54.8,42.8,54.8,54.8,57.8,45.8,54.8,54.8,54.8,42.8,54.8,54.8,15,,8,2,7,0.2917,0.9,6,,,1,0.0385,0.0333,
