Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetedReadFirstTotal,DropsTotal,DeepTargetTargetsTotal,AveragesPerTargetDropsTotal,playerStatsFirstDownsReceiving,playerStatsInside20ReceivingTargetsTotal,AlignmentBackfieldRoutesPercentage,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,ReceptionsHero,TouchdownsTotal,TouchdownsInEndzone,TargetedReadDesignTotal,TargetedReadDesignPercentage
Ja'Marr Chase,CIN,WR,136,No,No,No,136,41,No,Yes,40,0.9756,0.3015,37,0.9024,356,125,69,263,,0.3676,0.5809,6.4146,119.1,2.6176,8.6829,1.7993,9.6216,3.3784,1.8649,68.6109,68.6109,0.3015,47.6,84.6,66.1,84.6,84.6,87.6,69.1,84.6,84.6,84.6,66.1,84.6,84.6,17,36,,,,18,8,0.0515,5,0.1351,7,2,5,,2,2,,
D'Andre Swift,CHI,RB,65,No,No,Yes,46,4,No,Yes,4,1,0.087,4,1,23,12,4,11,,0.0435,0.2174,2.75,90.6,0.5,5.75,-0.612,5.75,3,1,5.7674,5.7674,0.0615,2.3,6.3,4.3,8.3,6.3,6.3,4.3,6.3,6.3,6.3,4.3,6.3,6.3,17,1,,,,1,,0.7391,1,0.25,,,,,,,,
Jonathan Mingo,DAL,WR,39,No,No,No,39,9,No,Yes,6,0.6667,0.2308,5,0.5556,46,2,2,66,,0.3333,0.6667,7.3333,69.7,1.1795,5.1111,-2.3079,9.2,0.4,0.4,13.9232,13.9232,0.2308,4.6,9.6,7.1,9.6,9.6,9.6,7.1,9.6,9.6,9.6,7.1,9.6,9.6,17,8,1,,0.1111,2,,,,,1,,1,,,,,
Cooper Kupp,LA,WR,62,Yes,No,No,61,24,Yes,Yes,19,0.7917,0.3934,17,0.7083,137,56,22,139,,0.623,0.377,5.7917,84.9,2.2459,5.7083,-1.1247,8.0588,3.2941,1.2941,35.1603,35.1603,0.3871,13.7,30.7,22.2,30.7,30.7,33.7,25.2,30.7,30.7,30.7,22.2,30.7,30.7,12,21,1,,0.0417,3,,,2,0.1176,2,,1,,,,,
Tommy Tremble,CAR,TE,38,No,No,No,33,4,No,Yes,3,0.75,0.1212,3,0.75,17,5,5,23,0.3333,0.5758,0.0909,5.75,42.7,0.5152,4.25,-2.4851,5.6667,1.6667,1.6667,6.322,6.322,0.1053,1.7,4.7,3.2,4.7,6.2,4.7,3.2,4.7,4.7,4.7,3.2,6.2,4.7,12,2,,,,,,,,,1,,1,,,,,
Kayshon Boutte,NE,WR,78,No,Yes,No,78,20,No,Yes,18,0.9,0.2564,18,0.9,156,46,13,134,,0.1154,0.8846,6.7,99.2,2,7.8,0.7414,8.6667,2.5556,0.7222,32.2261,32.2261,0.2564,15.6,33.6,24.6,33.6,33.6,36.6,27.6,33.6,33.6,33.6,24.6,33.6,33.6,15,18,,,,8,,,1,0.0556,1,,1,,,,,
Hunter Long,LA,TE,14,No,No,No,12,3,No,Yes,2,0.6667,0.25,2,0.6667,12,3,1,12,0.75,,0.25,4,74.3,1,4,-2.2895,6,1.5,0.5,4.1889,4.1889,0.2143,1.2,3.2,2.2,3.2,4.2,3.2,2.2,3.2,3.2,3.2,2.2,4.2,3.2,17,2,,,,,,,,,,,,,,,,
Ben Sims,GB,TE,3,No,No,Yes,2,,No,Yes,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,
DeAndre Carter,CHI,WR,12,No,No,No,12,4,No,Yes,4,1,0.3333,4,1,35,3,1,32,,0.75,0.25,8,103.1,2.9167,8.75,1.2025,8.75,0.75,0.25,7.7638,7.7638,0.3333,3.5,7.5,5.5,7.5,7.5,7.5,5.5,7.5,7.5,7.5,5.5,7.5,7.5,13,4,,,,1,1,,,,,,,,,,,
Robbie Chosen,MIA,WR,3,No,No,No,3,2,No,Yes,1,0.5,0.6667,1,0.5,5,1,1,20,,0.3333,0.6667,10,16.7,1.6667,2.5,-5.5725,5,1,1,2.9966,2.9966,0.6667,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,2,2,,,,,,,,,,,,,,,,
George Holani,SEA,RB,2,No,No,Yes,2,1,Yes,Yes,1,1,0.5,1,1,-1,1,,-2,,,,-2,79.2,-0.5,-1,-7.198,-1,1,,1.4274,1.4274,0.5,-0.1,0.9,0.4,1.4,0.9,0.9,0.4,0.9,0.9,0.9,0.4,0.9,0.9,3,,,,,,,1,,,,,,,,,,
Chris Brooks,GB,RB,12,No,No,Yes,7,,No,Yes,,,,,,,,,,0.1429,0.1429,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,0.7143,,,,,,,,,,
Christian Watson,GB,WR,29,No,No,Yes,29,8,No,Yes,6,0.75,0.2759,5,0.625,43,1,,80,,0.2069,0.7931,10,76.6,1.4828,5.375,-3.1019,8.6,0.2,,13.0816,13.0816,0.2759,4.3,9.3,6.8,9.3,9.3,9.3,6.8,9.3,9.3,9.3,6.8,9.3,9.3,15,6,1,,0.125,2,,,,,1,,1,,,,,
Dallin Holker,NO,TE,2,No,No,Yes,1,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,
James Conner,ARZ,RB,47,Yes,No,No,36,5,Yes,Yes,5,1,0.1389,5,1,32,30,13,2,,0.0556,0.2222,0.4,93.3,0.8889,6.4,0.4243,6.4,6,2.6,7.052,7.052,0.1064,3.2,8.2,5.7,10.7,8.2,8.2,5.7,8.2,8.2,8.2,5.7,8.2,8.2,16,2,,,,,1,0.7222,3,0.6,,,,,,,,
Justice Hill,BLT,RB,47,No,No,No,37,,No,Yes,,,,,,,,,,,0.1351,0.027,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,0.8378,,,,,,,,,,
Anthony Firkser,KC,TE,3,No,No,No,2,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
Sincere McCormick,LV,RB,3,No,No,No,1,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1,,,,,,,,,,
K.J. Osborn,WAS,WR,18,Yes,No,No,18,5,No,Yes,2,0.4,0.2778,2,0.4,8,,1,22,,0.3333,0.6667,4.4,47.9,0.4444,1.6,-4.5723,4,,0.5,7.3918,7.3918,0.2778,0.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,9,5,,,,1,1,,,,,,,,,,,
Tyler Conklin,NYJ,TE,69,No,No,Yes,61,14,No,Yes,12,0.8571,0.2295,11,0.7857,104,47,16,78,0.4262,0.459,0.1148,5.5714,97.6,1.7049,7.4286,0.5715,9.4545,4.2727,1.4545,22.4783,22.4783,0.2029,10.4,21.4,15.9,21.4,26.9,24.4,18.9,21.4,21.4,21.4,15.9,26.9,21.4,16,9,1,,0.0714,5,,,,,1,,1,1,,,,
Tyler Goodson,IND,RB,13,No,No,No,13,,Yes,Yes,,,,,,,,,,,0.1538,0.3846,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,0.4615,,,,,,,,,,
Jordan Mason,SF,RB,32,No,No,No,29,,No,Yes,,,,,,,,,,0.0345,0.0345,0.069,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,0.8621,,,,,,,,,,
Feleipe Franks,CAR,TE,1,No,No,No,1,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,
Tre Tucker,LV,WR,103,No,No,No,103,19,No,Yes,16,0.8421,0.1845,13,0.6842,128,17,10,166,,0.233,0.767,8.7368,104.7,1.2427,6.7368,-0.9584,9.8462,1.3077,0.7692,31.1747,31.1747,0.1845,18.8,31.8,25.3,31.8,31.8,34.8,28.3,31.8,31.8,31.8,25.3,31.8,31.8,17,15,,1,,9,2,,2,0.1538,4,1,1,,1,1,,
Grant DuBose,MIA,WR,3,No,No,No,3,,No,Yes,,,,,,,,,,,0.3333,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
Tim Jones,JAX,WR,11,No,No,No,11,,Yes,Yes,,,,,,,,,,,0.2727,0.7273,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,
Michael Pittman,IND,WR,67,No,No,No,67,25,Yes,Yes,23,0.92,0.3731,17,0.68,177,39,21,207,,0.2239,0.7761,8.28,71.6,2.6418,7.08,-0.4427,10.4118,2.2941,1.2353,40.38,40.38,0.3731,17.7,34.7,26.2,34.7,34.7,37.7,29.2,34.7,34.7,34.7,26.2,34.7,34.7,16,20,1,,0.04,8,1,,1,0.0588,6,,2,,,,,
Malik Washington,MIA,WR,38,No,No,Yes,38,6,No,Yes,6,1,0.1579,4,0.6667,40,9,13,42,0.0263,0.5526,0.4211,7,85.4,1.0526,6.6667,-0.4615,10,2.25,3.25,8.7977,8.7977,0.1579,4,8,6,8,8,8,6,8,8,8,6,8,8,14,4,1,,0.1667,2,,,,,1,,,,,,,
Jonathan Taylor,IND,RB,46,No,No,No,40,1,Yes,Yes,1,1,0.025,1,1,7,3,2,4,,,0.05,4,95.8,0.175,7,0.3381,7,3,2,1.5114,1.5114,0.0217,0.7,1.7,1.2,2.2,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,14,,,,,,,0.95,,,,,,,,,,
Troy Franklin,DEN,WR,37,No,No,No,36,6,No,Yes,5,0.8333,0.1667,5,0.8333,42,16,3,41,,0.3889,0.6111,6.8333,95.8,1.1667,7,-0.122,8.4,3.2,0.6,10.6383,10.6383,0.1622,4.2,9.2,6.7,9.2,9.2,9.2,6.7,9.2,9.2,9.2,6.7,9.2,9.2,16,4,,,,1,,,,,,,,,,,,
Javon Baker,NE,WR,5,No,Yes,No,5,2,No,Yes,1,0.5,0.4,1,0.5,12,-1,,30,,,1,15,68.8,2.4,6,-4.2899,12,-1,,3.2883,3.2883,0.4,1.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,10,1,,,,1,,,,,,,,,,,,
DJ Chark,LAC,WR,15,No,No,No,15,4,No,Yes,2,0.5,0.2667,2,0.5,15,5,3,36,,0.1333,0.8667,9,99,1,3.75,-3.9158,7.5,2.5,1.5,7.3402,7.3402,0.2667,7.5,9.5,8.5,9.5,9.5,9.5,8.5,9.5,9.5,9.5,8.5,9.5,9.5,7,3,,,,1,1,,,,,1,,,1,1,,
Audric Estime,DEN,RB,8,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,1,,,,,,,,,,
Charlie Kolar,BLT,TE,12,No,No,Yes,11,5,No,Yes,5,1,0.4545,4,0.8,17,2,1,21,0.8182,,0.1818,4.2,120.4,1.5455,3.4,-2.7494,4.25,0.5,0.25,9.7466,9.7466,0.4167,7.7,11.7,9.7,11.7,13.7,11.7,9.7,11.7,11.7,11.7,9.7,13.7,11.7,13,4,,,,1,1,,,,2,1,1,,1,1,,
Darnell Washington,PIT,TE,29,No,No,No,26,6,No,Yes,5,0.8333,0.2308,5,0.8333,43,26,12,28,0.5385,0.3077,0.1538,4.6667,56.9,1.6538,7.1667,0.5268,8.6,5.2,2.4,10.3467,10.3467,0.2069,4.3,9.3,6.8,9.3,11.8,9.3,6.8,9.3,9.3,9.3,6.8,11.8,9.3,17,2,,,,2,1,,,,,1,,,,,,
Zach Ertz,WAS,TE,97,No,No,No,94,25,No,Yes,22,0.88,0.266,22,0.88,196,66,33,155,0.3085,0.5426,0.1489,6.2,66,2.0851,7.84,0.8615,8.9091,3,1.5,41.6423,41.6423,0.2577,19.6,41.6,30.6,41.6,52.6,44.6,33.6,41.6,41.6,41.6,30.6,52.6,41.6,17,16,,,,9,4,,2,0.0909,2,1,2,,,,,
Davis Allen,LA,TE,25,No,No,No,24,2,No,Yes,2,1,0.0833,2,1,23,15,4,8,0.7083,0.1667,0.0833,4,114.6,0.9583,11.5,5.0991,11.5,7.5,2,2.803,2.803,0.08,2.3,4.3,3.3,4.3,5.3,4.3,3.3,4.3,4.3,4.3,3.3,5.3,4.3,14,1,,,,1,,0.0417,,,,,,,,,,
Brady Russell,SEA,TE,1,No,No,No,1,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,
Greg Dortch,ARZ,WR,49,No,No,No,49,10,Yes,Yes,10,1,0.2041,10,1,90,37,23,53,,0.6531,0.3265,5.3,104.2,1.8367,9,2.5601,9,3.7,2.3,16.4241,16.4241,0.2041,8,18,13,18,18,18,12,17,17,17,12,18,17,17,7,,,,5,1,0.0204,2,0.2,3,,3,,,,,
Javonte Williams,DEN,RB,61,No,No,No,40,6,No,Yes,5,0.8333,0.15,5,0.8333,72,41,8,42,0.025,0.025,0.125,7,116.7,1.8,12,4.7927,14.4,8.2,1.6,9.5158,9.5158,0.0984,7.2,12.2,9.7,14.7,12.2,12.2,9.7,12.2,12.2,12.2,9.7,12.2,12.2,17,3,,,,2,1,0.825,,,,,,,,,,
Terrell Jennings,NE,RB,3,No,Yes,No,3,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,
Cam Akers,MIN,RB,23,Yes,Yes,No,18,1,No,Yes,1,1,0.0556,1,1,7,8,7,-1,0.0556,,0.0556,-1,95.8,0.3889,7,1.181,7,8,7,1.5717,1.5717,0.0435,0.7,1.7,1.2,2.2,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,16,1,,,,,,0.8889,,,,,,,,,,
JaMycal Hasty,NE,RB,8,No,No,No,6,1,No,No,,,0.1667,,,,,,4,0.1667,,0.1667,4,39.6,,,-6.6619,,,,1.3739,1.3739,0.125,,,,,,,,,,,,,,13,1,,,,,,0.6667,,,,,,,,,,
Tip Reiman,ARZ,TE,21,No,No,No,19,1,Yes,Yes,1,1,0.0526,1,1,5,1,,4,0.7368,0.1579,0.1053,4,87.5,0.2632,5,-1.0667,5,1,,1.5398,1.5398,0.0476,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,17,,,,,,,,,,,,,,,,,
Courtland Sutton,DEN,WR,86,No,No,No,86,29,No,Yes,24,0.8276,0.3372,24,0.8276,189,27,16,235,,0.2442,0.7558,8.1034,105.3,2.1977,6.5172,-1.0488,7.875,1.125,0.6667,49.3969,49.3969,0.3372,24.9,48.9,36.9,48.9,48.9,51.9,39.9,48.9,48.9,48.9,36.9,48.9,48.9,17,22,,,,12,2,,2,0.0833,3,1,3,1,1,1,,
Zay Flowers,BLT,WR,69,No,No,Yes,69,16,No,Yes,12,0.75,0.2319,10,0.625,108,53,32,142,,0.3043,0.6957,8.875,82.3,1.5652,6.75,-1.3969,10.8,5.3,3.2,27.4583,27.4583,0.2319,10.8,20.8,15.8,20.8,20.8,23.8,18.8,20.8,20.8,20.8,15.8,20.8,20.8,17,9,1,,0.0625,5,,,4,0.4,1,,,,,,1,0.0625
Tyrell Shavers,BUF,WR,2,No,No,No,2,,Yes,Yes,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
Michael Wilson,ARZ,WR,78,Yes,No,No,78,15,Yes,Yes,13,0.8667,0.1923,13,0.8667,101,32,10,98,,0.3462,0.6538,6.5333,94.7,1.2949,6.7333,-0.3053,7.7692,2.4615,0.7692,24.4657,24.4657,0.1923,10.1,23.1,16.6,23.1,23.1,26.1,19.6,23.1,23.1,23.1,16.6,23.1,23.1,16,13,,,,5,,,1,0.0769,2,,2,,,,,
River Cracraft,MIA,WR,11,No,No,Yes,11,2,No,Yes,2,1,0.1818,2,1,14,5,,9,,0.4545,0.5455,4.5,95.8,1.2727,7,0.8005,7,2.5,,2.808,2.808,0.1818,1.4,3.4,2.4,3.4,3.4,3.4,2.4,3.4,3.4,3.4,2.4,3.4,3.4,8,2,,,,,,,,,,,,,,,,
Dalton Kincaid,BUF,TE,45,No,No,No,43,6,Yes,Yes,6,1,0.1395,5,0.8333,37,13,7,41,0.2326,0.5814,0.1628,6.8333,92.4,0.8605,6.1667,-1.2228,7.4,2.6,1.4,9.1312,9.1312,0.1333,3.7,8.7,6.2,8.7,11.2,8.7,6.2,8.7,8.7,8.7,6.2,11.2,8.7,13,4,1,,0.1667,4,,0.0233,,,1,,1,,,,,
Jakobi Meyers,LV,WR,98,No,No,No,98,27,No,Yes,22,0.8148,0.2755,20,0.7407,244,57,22,269,,0.398,0.602,9.963,98.4,2.4898,9.037,0.9655,12.2,2.85,1.1,46.9864,46.9864,0.2755,30.4,50.4,40.4,50.4,50.4,53.4,43.4,50.4,50.4,50.4,40.4,50.4,50.4,15,20,1,2,0.037,12,2,,2,0.1,3,1,1,,1,,,
Hunter Henry,NE,TE,77,No,No,No,71,21,No,No,20,0.9524,0.2958,19,0.9048,217,78,26,154,0.3239,0.6761,,7.3333,105.8,3.0563,10.3333,2.9862,11.4211,4.1053,1.3684,38.5577,38.5577,0.2727,27.7,46.7,37.2,46.7,56.2,49.7,40.2,46.7,46.7,46.7,37.2,56.2,46.7,16,15,1,,0.0476,14,5,,1,0.0526,2,1,2,,1,1,,
Nelson Agholor,BLT,WR,31,No,No,No,31,10,No,Yes,7,0.7,0.3226,6,0.6,60,6,2,74,,0.6774,0.3226,7.4,77.1,1.9355,6,-1.112,10,1,0.3333,14.6246,14.6246,0.3226,6,12,9,12,12,12,9,12,12,12,9,12,12,14,7,,,,4,,,,,2,,1,,,,,
Jahmyr Gibbs,DET,RB,62,Yes,Yes,No,50,3,No,Yes,3,1,0.06,3,1,21,7,2,14,,0.14,0.12,4.6667,95.8,0.42,7,-0.0426,7,2.3333,0.6667,5.067,5.067,0.0484,2.1,5.1,3.6,6.6,5.1,5.1,3.6,5.1,5.1,5.1,3.6,5.1,5.1,17,,,,,,1,0.74,,,,,,,,,,
Gabe Davis,JAX,WR,53,No,No,No,53,17,No,Yes,15,0.8824,0.3208,12,0.7059,146,25,9,214,,0.1698,0.8302,12.5882,91.8,2.7547,8.5882,-0.9186,12.1667,2.0833,0.75,30.9387,30.9387,0.3208,19.6,31.6,25.6,31.6,31.6,34.6,27.6,30.6,30.6,30.6,24.6,31.6,30.6,10,14,1,2,0.0588,7,3,,2,0.1667,4,2,2,,1,1,,
Odell Beckham,MIA,WR,18,No,No,No,18,4,No,Yes,4,1,0.2222,4,1,31,6,1,25,,0.5556,0.4444,6.25,99,1.7222,7.75,1.0346,7.75,1.5,0.25,5.8239,5.8239,0.2222,3.1,7.1,5.1,7.1,7.1,7.1,5.1,7.1,7.1,7.1,5.1,7.1,7.1,9,3,,,,1,,,,,,,,,,,,
D.J. Turner,LV,WR,31,No,No,Yes,31,6,No,Yes,5,0.8333,0.1935,5,0.8333,43,15,7,31,,0.8065,0.1935,5.1667,136.1,1.3871,7.1667,0.5917,8.6,3,1.4,10.9024,10.9024,0.1935,10.3,15.3,12.8,15.3,15.3,15.3,12.8,15.3,15.3,15.3,12.8,15.3,15.3,12,3,,,,4,1,,,,1,1,1,,1,1,,
Tim Patrick,DET,WR,65,Yes,Yes,No,65,13,No,Yes,12,0.9231,0.2,12,0.9231,101,42,24,67,,0.1692,0.8308,5.1538,106.6,1.5538,7.7692,1.3438,8.4167,3.5,2,22.8653,22.8653,0.2,22.1,34.1,28.1,34.1,34.1,37.1,31.1,34.1,34.1,34.1,28.1,34.1,34.1,16,10,,,,8,3,,4,0.3333,,1,,,2,1,,
Cody White,SEA,WR,4,No,No,No,4,2,No,Yes,1,0.5,0.5,1,0.5,16,11,8,14,,0.5,0.5,7,77.1,4,8,1.0917,16,11,8,3.0136,3.0136,0.5,1.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,4,1,,,,1,,,2,2,,,,,,,,
Josh Reynolds,JAX,WR,34,No,No,No,34,7,Yes,Yes,4,0.5714,0.2059,3,0.4286,29,-3,-2,71,,0.1176,0.8824,10.1429,55.1,0.8529,4.1429,-4.1882,9.6667,-1,-0.6667,12.2352,12.2352,0.2059,2.9,5.9,4.4,5.9,5.9,5.9,4.4,5.9,5.9,5.9,4.4,5.9,5.9,9,6,,,,1,,,,,1,,,,,,,
Noah Gray,KC,TE,56,No,No,No,46,11,No,Yes,11,1,0.2391,11,1,128,56,14,73,0.3696,0.4348,0.1304,6.6364,145.5,2.7826,11.6364,4.5583,11.6364,5.0909,1.2727,23.023,23.023,0.1964,18.8,29.8,24.3,29.8,35.3,32.8,27.3,29.8,29.8,29.8,24.3,35.3,29.8,17,8,,,,7,2,0.0652,1,0.0909,2,1,2,1,1,1,,
Brian Thomas,JAX,WR,99,No,No,No,99,28,Yes,Yes,26,0.9286,0.2828,22,0.7857,209,42,27,243,,0.3131,0.6869,8.6786,82.9,2.1111,7.4643,-0.0608,9.5,1.9091,1.2273,47.8911,47.8911,0.2828,20.9,42.9,31.9,42.9,42.9,45.9,34.9,42.9,42.9,42.9,31.9,42.9,42.9,17,23,2,3,0.0714,9,2,,4,0.1818,2,,1,,,,,
DeAndre Hopkins,KC,WR,76,No,Yes,No,76,25,No,Yes,21,0.84,0.3289,21,0.84,174,22,11,217,,0.3026,0.6974,8.68,75.7,2.2895,6.96,-0.5666,8.2857,1.0476,0.5238,42.6142,42.6142,0.3289,23.4,44.4,33.9,44.4,44.4,47.4,36.9,44.4,44.4,44.4,33.9,44.4,44.4,16,22,,2,,10,1,,1,0.0476,4,2,4,,1,1,,
Eric Tomlinson,LAC,TE,4,No,No,No,3,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,
Xavier Hutchinson,HST,WR,20,No,No,No,20,3,No,Yes,3,1,0.15,2,0.6667,15,6,3,5,,0.25,0.75,1.6667,78.5,0.75,5,-0.6326,7.5,3,1.5,4.6729,4.6729,0.15,1.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,16,3,1,,0.3333,1,,,,,,,,,,,,
Simi Fehoko,LAC,WR,17,No,No,No,16,3,No,Yes,3,1,0.1875,2,0.6667,36,6,6,35,,0.25,0.75,11.6667,107.6,2.25,12,3.13,18,3,3,4.7596,4.7596,0.1765,3.6,5.6,4.6,5.6,5.6,5.6,4.6,5.6,5.6,5.6,4.6,5.6,5.6,8,2,,,,2,,,,,2,,1,,,,,
Ezekiel Elliott,DAL,RB,29,No,No,No,22,,No,No,,,,,,,,,,,,0.0909,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,0.9091,,,,,,,,,,
Stone Smartt,LAC,TE,20,No,No,No,20,5,No,Yes,5,1,0.25,5,1,46,18,3,28,0.3,0.55,0.15,5.6,105,2.3,9.2,2.4937,9.2,3.6,0.6,7.1424,7.1424,0.25,3.6,8.6,6.1,8.6,11.1,8.6,5.1,7.6,7.6,7.6,5.1,11.1,7.6,14,1,,,,3,,,,,,,,,,,,
T.J. Hockenson,MIN,TE,51,Yes,Yes,No,50,11,No,Yes,10,0.9091,0.22,8,0.7273,65,20,12,64,0.62,0.24,0.14,5.8182,87.3,1.3,5.9091,-0.9638,8.125,2.5,1.5,18.9615,18.9615,0.2157,6.5,14.5,10.5,14.5,18.5,14.5,10.5,14.5,14.5,14.5,10.5,18.5,14.5,10,6,2,,0.1818,7,1,,1,0.125,1,,1,,,,,
Mo Alie-Cox,IND,TE,32,No,No,No,20,3,Yes,Yes,2,0.6667,0.15,2,0.6667,21,10,7,37,0.65,0.3,0.05,12.3333,86.8,1.05,7,-1.2418,10.5,5,3.5,5.8895,5.8895,0.0938,2.1,4.1,3.1,4.1,5.1,4.1,3.1,4.1,4.1,4.1,3.1,5.1,4.1,17,2,,1,,1,1,,,,,1,,,,,,
Bryce Oliver,TEN,WR,2,No,No,No,2,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
Devin Culp,TB,TE,3,No,No,Yes,3,2,No,Yes,2,1,0.6667,2,1,37,11,11,26,,0.6667,0.3333,13,118.8,12.3333,18.5,8.5351,18.5,5.5,5.5,2.7329,2.7329,0.6667,3.7,5.7,4.7,5.7,6.7,5.7,4.7,5.7,5.7,5.7,4.7,6.7,5.7,5,2,,,,2,1,,,,2,,2,,,,,
Tyrone Tracy,NYG,RB,83,No,Yes,No,63,8,No,Yes,7,0.875,0.127,6,0.75,55,43,15,18,,0.1111,0.2222,2.25,93.2,0.873,6.875,0.5134,9.1667,7.1667,2.5,11.0117,11.0117,0.0964,5.5,11.5,8.5,14.5,11.5,11.5,8.5,11.5,11.5,11.5,8.5,11.5,11.5,17,3,,,,3,,0.6667,1,0.1667,1,,,,,,,
Michael Mayer,LV,TE,43,No,No,No,38,10,No,Yes,8,0.8,0.2632,8,0.8,59,22,16,53,0.5,0.4474,0.0526,5.3,91.3,1.5526,5.9,-0.8352,7.375,2.75,2,14.5686,14.5686,0.2326,5.9,13.9,9.9,13.9,17.9,13.9,9.9,13.9,13.9,13.9,9.9,17.9,13.9,11,7,,,,3,1,,1,0.125,1,,1,,,,,
Marvin Harrison,ARZ,WR,82,No,No,No,82,21,Yes,Yes,17,0.8095,0.2561,14,0.6667,133,16,8,209,,0.2317,0.7683,9.9524,84,1.622,6.3333,-1.8956,9.5,1.1429,0.5714,41.9246,41.9246,0.2561,13.3,27.3,20.3,27.3,27.3,30.3,23.3,27.3,27.3,27.3,20.3,27.3,27.3,17,19,1,,0.0476,8,,,1,0.0714,2,,,,,,,
Collin Johnson,CHI,WR,3,No,No,Yes,3,2,No,Yes,2,1,0.6667,1,0.5,6,3,1,16,,0.3333,0.6667,8,56.3,2,3,-4.1822,6,3,1,3.045,3.045,0.6667,0.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,9,1,,,,1,,,,,1,,,,,,,
Tyler Scott,CHI,WR,1,No,No,Yes,1,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,
Jaylen Wright,MIA,RB,10,No,No,Yes,8,,No,Yes,,,,,,,,,,,0.375,0.125,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,0.5,,,,,,,,,,
