Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsGamesPlayed,TargetsTotal,TargetsContestedTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsContested,ReceptionsPercentage,YardsTotal,YardsAirTotal,TouchdownsTotal,TouchdownsInEndzone,DropsTotal,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,AlignmentInlineRoutesPercentage,AlignmentBackfieldRoutesPercentage,ReceptionsHero,MissedTacklesForcedTotal,MissedTacklesForcedPerReception
Johnny Mundt,MIN,TE,6,No,Yes,Yes,4,No,No,0.5,,17,1,,1,1,,0.25,1,,1,20,17,,,,1,17,,118.8,5,20,8.3193,,20,1,1.0105,1.0105,0.1667,2,3,2.5,3,3.5,3,2.5,3,3,3,2.5,3.5,3,,3,1,3,1,0.5,,,,
Durham Smythe,MIA,TE,8,Yes,No,No,3,No,Yes,0.6667,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333,,,,
Xavier Legette,CAR,WR,9,No,No,No,9,No,Yes,0.6667,0.3333,16,3,1,3,1,1,0.3333,1,,0.3333,26,75,,,1,3,25,3,66,2.8889,8.6667,-2.8299,0.3333,26,1,5.9367,5.9367,0.3333,2.6,3.6,3.1,3.6,3.6,3.6,3.1,3.6,3.6,3.6,3.1,3.6,3.6,,4,3,4,3,,,,,
J.J. Taylor,HST,RB,2,No,No,Yes,1,No,Yes,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Rashid Shaheed,NO,WR,12,No,No,No,12,No,No,0.4167,0.5833,6,8,1,4,0.5,,0.6667,3,,0.375,172,277,3,,,7,34.625,6,85.4,14.3333,21.5,8.2802,,57.3333,3,16.7822,16.7822,0.6667,35.2,38.2,36.7,38.2,38.2,41.2,39.7,38.2,38.2,38.2,36.7,38.2,38.2,,36,,12,,,,,,
Justin Jefferson,MIN,WR,33,No,Yes,Yes,33,No,No,0.1818,0.8182,17,13,1,9,0.6923,,0.3939,9,1,0.6923,262,255,1,,,8,19.6154,3,137.5,7.9394,20.1538,9.3944,,29.1111,9,28.5627,28.5627,0.3939,32.2,41.2,36.7,41.2,41.2,44.2,39.7,41.2,41.2,41.2,36.7,41.2,41.2,1,68,9,7.5556,1,,,1,3,0.3333
Greg Dulcich,NYG,TE,6,No,No,No,6,No,No,0.3333,0.3333,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333,,,,
Rhamondre Stevenson,NE,RB,10,No,No,No,7,No,No,0.1429,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571,,,
Brenton Strange,JAX,TE,17,Yes,Yes,No,15,No,Yes,0.4667,0.1333,17,3,,1,0.3333,1,0.2,1,,0.3333,21,67,,,,1,22.3333,1,59,1.4,7,-0.4399,,21,1,6.9424,6.9424,0.1765,2.1,3.1,2.6,3.1,3.6,3.1,2.6,3.1,3.1,3.1,2.6,3.6,3.1,,6,3,6,3,0.4,,,,
Travis Kelce,KC,TE,14,No,No,No,13,No,No,0.3846,0.2308,16,4,,1,0.25,1,0.3077,1,,0.25,18,85,,,,2,21.25,1,6.3,1.3846,4.5,-7.1611,,18,1,10.1234,10.1234,0.3077,1.8,2.8,2.3,2.8,3.3,2.8,2.3,2.8,2.8,2.8,2.3,3.3,2.8,1,2,,2,,0.3077,0.0769,,,
Cole Kmet,CHI,TE,22,Yes,Yes,Yes,17,No,Yes,0.7059,0.0588,17,4,,3,0.75,,0.2353,3,,0.75,72,63,1,,,4,15.75,,156.3,4.2353,18,7.2125,,24,3,6.7377,6.7377,0.1818,13.2,16.2,14.7,16.2,17.7,16.2,14.7,16.2,16.2,16.2,14.7,17.7,16.2,,26,14,8.6667,4.6667,0.2353,,,1,0.3333
Demarcus Robinson,LA,WR,12,Yes,No,No,12,No,No,0.25,0.75,17,2,,2,1,,0.1667,2,,1,50,40,,,,2,20,1,118.8,4.1667,25,14.0587,,25,2,2.9756,2.9756,0.1667,5,7,6,7,7,7,6,7,7,7,6,7,7,,10,9,5,4.5,,,,1,0.5
Tyreek Hill,MIA,WR,17,Yes,No,No,17,No,Yes,0.4706,0.5294,17,9,,6,0.6667,,0.5294,6,,0.6667,121,152,,,,6,16.8889,1,109.7,7.1176,13.4444,2.7965,,20.1667,6,17.7447,17.7447,0.5294,12.1,18.1,15.1,18.1,18.1,21.1,18.1,18.1,18.1,18.1,15.1,18.1,18.1,,21,6,3.5,1,,,,,
Zack Moss,CIN,RB,4,Yes,No,No,2,No,Yes,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Kimani Vidal,LAC,RB,2,No,No,No,2,Yes,No,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Mason Tipton,NO,WR,13,No,No,No,13,No,No,0.3846,0.6154,11,2,,,,,0.1538,,,,,65,,,,2,32.5,1,39.6,,,-13.3326,,,,5.1994,5.1994,0.1538,,,,,,,,,,,,,,,,,,,,,,,
Mike Williams,PIT,WR,17,No,No,No,17,No,No,0.1765,0.8235,18,1,,1,1,,0.0588,1,,1,18,16,,,,1,16,,118.8,1.0588,18,7.9048,,18,1,3.9136,3.9136,0.0625,1.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,,2,1,2,1,,,,,
Devin Thompkins,CAR,WR,1,No,No,No,1,No,No,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kylen Granson,IND,TE,12,Yes,Yes,No,10,No,Yes,0.2,0.3,17,1,,,,,0.1,,,,,19,,,,1,19,,39.6,,,-10.5955,,,,3.5618,3.5618,0.0833,,,,,,,,,,,,,,,,,,,0.5,,,,
John Ross,PHI,WR,1,No,No,No,1,No,Yes,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Likely,BLT,TE,7,No,No,Yes,7,No,No,0.5714,0.2857,16,2,1,1,0.5,,0.2857,,,,,49,,,,2,24.5,1,39.6,,,-10.2878,,,,5.2405,5.2405,0.3333,,,,,,,,,,,,,,,,,,,0.1429,,,,
George Kittle,SF,TE,24,Yes,No,No,19,No,Yes,0.3158,0.2105,15,4,,4,1,,0.2105,4,,1,107,75,,,,3,18.75,1,118.8,5.6316,26.75,15.5915,,26.75,4,9.0334,9.0334,0.1667,10.7,14.7,12.7,14.7,16.7,17.7,15.7,14.7,14.7,14.7,12.7,16.7,14.7,,32,6,8,1.5,0.4211,0.0526,,,
Keenan Allen,CHI,WR,18,Yes,Yes,Yes,18,No,Yes,0.5,0.5,15,4,,3,0.75,1,0.2222,3,,0.75,72,91,2,1,,2,22.75,4,156.3,4,18,6.6508,,24,3,7.4129,7.4129,0.2222,19.2,22.2,20.7,22.2,22.2,22.2,20.7,22.2,22.2,22.2,20.7,22.2,22.2,1,12,5,4,1.6667,,,,2,0.6667
Dalton Schultz,HST,TE,30,No,Yes,No,29,No,Yes,0.2069,0.1034,17,4,1,2,0.5,1,0.1379,,,,,88,,,1,3,22,2,,,,-11.7771,0.25,,,9.5498,9.5498,0.1333,,,,,,,,,,,,,,,,,,,0.6897,,,,
Anthony Gould,IND,WR,1,Yes,Yes,No,1,No,Yes,,1,8,1,,1,1,,1,1,,1,23,17,,,,1,17,,118.8,23,23,11.3347,,23,1,1.8638,1.8638,1,2.3,3.3,2.8,3.3,3.3,3.3,2.8,3.3,3.3,3.3,2.8,3.3,3.3,,6,,6,,,,,,
James Cook,BUF,RB,2,No,No,Yes,2,No,Yes,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Jared Wiley,KC,TE,2,Yes,No,No,2,No,Yes,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Ja'Lynn Polk,NE,WR,7,No,No,No,6,No,No,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Akins,CLV,TE,11,No,No,Yes,11,No,No,0.1818,,17,1,,,,,0.0909,,,,,10,,,,1,10,,39.6,,,-7.7685,,,,1.7607,1.7607,0.1,,,,,,,,,,,,,,1,,,,,0.8182,,,,
Nick Vannett,TEN,TE,5,No,Yes,No,3,No,Yes,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
CeeDee Lamb,DAL,WR,10,Yes,No,No,10,No,Yes,0.4,0.6,16,2,1,2,1,,0.2,1,,0.5,34,47,,,,2,23.5,1,56.3,3.4,17,6.5704,,34,1,3.0796,3.0796,0.2,3.4,4.4,3.9,4.4,4.4,4.4,3.9,4.4,4.4,4.4,3.9,4.4,4.4,,4,2,4,2,,,,,
Noah Fant,SEA,TE,13,Yes,No,No,10,No,No,0.2,0.1,14,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.7,,,,,,,,,,,,,,,,,,,,0.5,0.2,,,
Tony Pollard,TEN,RB,10,No,Yes,No,6,No,Yes,0.1667,0.1667,16,1,,1,1,,0.1667,1,,1,30,22,,,,1,22,1,118.8,5,30,18.0571,,30,1,1.5654,1.5654,0.1111,3,4,3.5,4.5,4,4,3.5,4,4,4,3.5,4,4,,8,2,8,2,,0.6667,,,
Romeo Doubs,GB,WR,14,No,No,Yes,14,No,Yes,0.0714,0.9286,13,6,1,5,0.8333,1,0.4286,4,,0.6667,89,122,1,1,,5,20.3333,3,149.3,6.3571,14.8333,3.6688,,22.25,4,11.2622,11.2622,0.4286,14.9,18.9,16.9,18.9,18.9,18.9,16.9,18.9,18.9,18.9,16.9,18.9,18.9,,13,3,3.25,0.75,,,1,,
JuJu Smith-Schuster,KC,WR,6,No,No,No,6,No,No,0.5,0.5,14,,,,,,,,,,,,,,,,,,,,,,,,,2.1231,2.1231,,,,,,,,,,,,,,,,,,,,,,,,
Ladd McConkey,LAC,WR,15,No,No,No,15,Yes,No,0.8667,0.1333,16,7,1,3,0.4286,1,0.4667,3,1,0.4286,49,112,,,,6,16,2,67,3.2667,7,-3.2839,,16.3333,3,12.1162,12.1162,0.4667,4.9,7.9,6.4,7.9,7.9,7.9,6.4,7.9,7.9,7.9,6.4,7.9,7.9,1,2,,0.6667,,,,,,
Austin Trammell,JAX,WR,1,Yes,No,No,1,No,Yes,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Krull,DEN,TE,5,No,No,No,4,No,No,0.25,,13,1,,1,1,,0.25,1,,1,23,18,,,,1,18,,118.8,5.75,23,10.0268,,23,1,2.1117,2.1117,0.2,2.3,3.3,2.8,3.3,3.8,3.3,2.8,3.3,3.3,3.3,2.8,3.8,3.3,,5,,5,,0.75,,,,
Tyler Johnson,LA,WR,2,Yes,No,No,2,No,No,0.5,0.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chig Okonkwo,TEN,TE,18,No,Yes,No,16,No,Yes,0.5625,0.0625,17,1,,,,,0.0625,,,,,20,,,,1,20,1,,,,-11.7623,,,,2.3312,2.3312,0.0556,,,,,,,,,,,,,,,,,,,0.375,,,,
Gerald Everett,CHI,TE,1,Yes,Yes,Yes,1,No,Yes,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Ko Kieft,TB,TE,1,No,No,No,1,No,No,1,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Blair,ATL,WR,1,No,No,No,1,No,Yes,,1,3,1,,1,1,,1,1,,1,17,16,,,,1,16,,118.8,17,17,6.9048,,17,1,1.4909,1.4909,1,1.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,,1,,1,,,,,,
Robert Woods,HST,WR,9,No,Yes,No,9,No,Yes,0.6667,0.3333,15,1,,1,1,,0.1111,1,,1,24,20,,,,,20,1,118.8,2.6667,24,13.1348,,24,,1.584,1.584,0.1111,1.4,2.4,1.9,2.4,2.4,2.4,0.9,1.4,1.4,1.4,0.9,2.4,1.4,,4,,4,,,,,,
Christian McCaffrey,SF,RB,4,No,No,No,4,Yes,Yes,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Sterling Shepard,TB,WR,12,No,No,No,11,No,No,0.7273,0.2727,14,4,,3,0.75,,0.3636,2,,0.5,42,92,,,1,3,23,1,87.5,3.8182,10.5,-1.4545,0.25,21,2,7.0037,7.0037,0.3333,4.2,6.2,5.2,6.2,6.2,6.2,5.2,6.2,6.2,6.2,5.2,6.2,6.2,,7,,3.5,,,,,,
Khalil Shakir,BUF,WR,13,No,No,No,13,No,No,0.6923,0.3077,15,3,,1,0.3333,,0.2308,1,,0.3333,21,58,,,,1,19.3333,1,59,1.6154,7,-4.8405,,21,1,6.9394,6.9394,0.2308,2.1,3.1,2.6,3.1,3.1,3.1,2.6,3.1,3.1,3.1,2.6,3.1,3.1,,2,2,2,2,,,,,
Parker Hesse,DET,TE,2,No,No,No,2,No,No,0.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,
Ross Dwelley,ATL,TE,1,No,No,No,1,No,Yes,,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaxon Smith-Njigba,SEA,WR,23,Yes,No,No,23,No,No,0.9565,0.0435,17,10,4,7,0.7,2,0.4348,6,2,0.6,136,217,1,1,,6,21.7,4,97.9,5.913,13.6,2.4085,,22.6667,6,24.2568,24.2568,0.4545,19.6,25.6,22.6,25.6,25.6,28.6,25.6,25.6,25.6,25.6,22.6,25.6,25.6,1,21,13,3.5,2.1667,,,,1,0.1667
Sam LaPorta,DET,TE,18,No,Yes,Yes,15,No,No,0.2,0.2,16,2,1,2,1,,0.1333,2,1,1,44,41,,,,1,20.5,1,118.8,2.9333,22,11.4148,,22,2,3.5876,3.5876,0.1111,4.4,6.4,5.4,6.4,7.4,6.4,5.4,6.4,6.4,6.4,5.4,7.4,6.4,,3,1,1.5,0.5,0.6,,1,,
Will Mallory,IND,TE,2,No,No,No,2,No,No,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drake London,ATL,WR,19,No,No,No,18,No,Yes,0.2778,0.7222,17,6,1,5,0.8333,,0.3333,5,1,0.8333,97,112,1,,,4,18.6667,2,158.3,5.3889,16.1667,4.8785,,19.4,5,10.8513,10.8513,0.3158,15.7,20.7,18.2,20.7,20.7,20.7,18.2,20.7,20.7,20.7,18.2,20.7,20.7,,1,,0.2,,,,1,,
Jalen Tolbert,DAL,WR,11,Yes,No,No,11,No,Yes,0.1818,0.8182,17,2,,1,0.5,,0.1818,1,,0.5,19,44,,,,1,22,1,83.3,1.7273,9.5,-2.2893,,19,1,4.5267,4.5267,0.1818,1.9,2.9,2.4,2.9,2.9,2.9,2.4,2.9,2.9,2.9,2.4,2.9,2.9,,2,1,2,1,,,,,
Alec Pierce,IND,WR,23,Yes,Yes,No,23,No,Yes,0.087,0.913,16,10,2,5,0.5,,0.4348,4,1,0.4,184,360,1,,,8,36,7,81.3,8,18.4,5.1731,,46,4,20.3299,20.3299,0.4545,24.4,28.4,26.4,28.4,28.4,31.4,29.4,28.4,28.4,28.4,26.4,28.4,28.4,,10,7,2.5,1.75,,,,,
Bub Means,NO,WR,4,No,No,Yes,4,Yes,Yes,0.75,0.25,7,1,1,1,1,,0.25,1,1,1,36,35,,,,1,35,1,118.8,9,36,22.2995,,36,1,1.6382,1.6382,0.25,3.6,4.6,4.1,4.6,4.6,4.6,4.1,4.6,4.6,4.6,4.1,4.6,4.6,,1,,1,,,,,,
Bo Melton,GB,WR,3,Yes,Yes,Yes,3,No,Yes,0.3333,0.6667,17,2,,,,1,0.6667,,,,,76,,,,2,38,2,39.6,,,-14.8562,,,,4.8925,4.8925,0.6667,,,,,,,,,,,,,,,,,,,,,,,
Chris Rodriguez Jr.,WAS,RB,1,Yes,No,No,1,No,Yes,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Olamide Zaccheaus,WAS,WR,9,Yes,No,No,9,No,Yes,0.2222,0.7778,17,2,,2,1,,0.2222,1,,0.5,22,38,,,1,1,19,,89.6,2.4444,11,-0.9321,0.5,22,1,4.6293,4.6293,0.2222,2.2,3.2,2.7,3.2,3.2,3.2,2.7,3.2,3.2,3.2,2.7,3.2,3.2,,3,2,3,2,,,,,
Julius Chestnut,TEN,RB,6,No,Yes,No,5,No,Yes,0.2,0.2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,
Wan'Dale Robinson,NYG,WR,15,No,No,No,15,No,No,0.8667,0.1333,17,1,,,,1,0.0667,,,,,22,,,,1,22,1,39.6,,,-11.9241,,,,2.7389,2.7389,0.0667,,,,,,,,,,,,,,1,,,,,,,,,
Zach Davidson,BUF,TE,1,No,Yes,No,1,No,No,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Tonges,SF,TE,1,Yes,No,No,1,No,Yes,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Benson,ARZ,RB,1,Yes,Yes,Yes,1,No,No,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clyde Edwards-Helaire,NO,RB,1,No,No,No,1,No,No,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayden Hurst,LAC,TE,2,No,No,No,2,Yes,No,0.5,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,
Ryan Flournoy,DAL,WR,2,Yes,No,No,2,No,Yes,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,1.9113,1.9113,,,,,,,,,,,,,,,,,,,,,,,,
Mike Gesicki,CIN,TE,13,No,No,No,13,No,No,0.7692,0.2308,17,2,1,2,1,,0.1538,2,1,1,37,34,,,,1,17,,118.8,2.8462,18.5,6.8193,,18.5,2,5.3079,5.3079,0.1538,3.7,5.7,4.7,5.7,6.7,5.7,4.7,5.7,5.7,5.7,4.7,6.7,5.7,,3,1,1.5,0.5,,,,,
D'Onta Foreman,CLV,RB,5,No,No,Yes,2,No,No,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Deebo Samuel,SF,WR,16,Yes,No,Yes,16,No,No,0.5,0.5,15,6,2,6,1,,0.375,3,,0.5,64,114,,,1,4,19,2,48.6,4,10.6667,0.2817,0.1667,21.3333,3,10.7527,10.7527,0.375,6.4,9.4,7.9,9.4,9.4,9.4,7.9,9.4,9.4,9.4,7.9,9.4,9.4,,9,3,3,1,,,1,,
Josh Jacobs,GB,RB,8,Yes,Yes,Yes,6,No,Yes,,0.1667,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8333,,,
Cade Stover,HST,TE,11,No,Yes,No,7,No,Yes,0.1429,,15,1,,,,,0.1429,,,,,15,,,,1,15,,39.6,,,-10.6391,,,,1.4099,1.4099,0.0909,,,,,,,,,,,,,,,,,,,0.7143,0.1429,,,
Devin Duvernay,JAX,WR,6,Yes,Yes,No,6,No,Yes,0.5,0.5,13,1,,,,,0.1667,,,,,42,,,,1,42,1,,,,-15,,,,2.768,2.768,0.1667,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Waddle,MIA,WR,14,Yes,No,No,14,No,Yes,0.0714,0.9286,15,3,,3,1,,0.2143,2,,0.6667,33,48,,,1,2,16,,103.5,2.3571,11,0.2766,0.3333,16.5,2,6.2213,6.2213,0.2143,3.3,5.3,4.3,5.3,5.3,5.3,4.3,5.3,5.3,5.3,4.3,5.3,5.3,,2,1,1,0.5,,,,,
Tee Higgins,CIN,WR,14,No,No,No,14,No,No,0.2143,0.7857,12,5,2,4,0.8,2,0.3571,2,,0.4,63,143,1,,,4,28.6,3,127.1,4.5,12.6,0.1969,,31.5,2,9.5644,9.5644,0.3571,12.3,14.3,13.3,14.3,14.3,14.3,13.3,14.3,14.3,14.3,13.3,14.3,14.3,1,4,2,2,1,,,,,
Rashod Bateman,BLT,WR,18,No,No,Yes,18,No,No,0.1667,0.8333,17,5,,4,0.8,,0.2778,3,,0.6,101,168,,,1,3,33.6,3,104.2,5.6111,20.2,6.6696,0.2,33.6667,3,11.7358,11.7358,0.2941,10.1,13.1,11.6,13.1,13.1,16.1,14.6,13.1,13.1,13.1,11.6,13.1,13.1,,27,2,9,0.6667,,,,,
Grant Calcaterra,PHI,TE,6,No,No,No,5,No,No,0.4,0.2,17,1,,1,1,,0.2,1,,1,26,16,,,,1,16,,118.8,5.2,26,15.809,,26,1,1.6361,1.6361,0.1667,2.6,3.6,3.1,3.6,4.1,3.6,3.1,3.6,3.6,3.6,3.1,4.1,3.6,,10,3,10,3,0.4,,,,
Rico Dowdle,DAL,RB,5,Yes,No,No,2,No,Yes,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Chris Olave,NO,WR,12,No,No,Yes,12,No,Yes,0.0833,0.9167,8,4,,2,0.5,,0.3333,2,,0.5,46,99,,,,4,24.75,2,52.1,3.8333,11.5,-1.0209,,23,2,8.0987,8.0987,0.3333,4.6,6.6,5.6,6.6,6.6,6.6,5.6,6.6,6.6,6.6,5.6,6.6,6.6,,5,11,2.5,5.5,,,,,
Ricky Pearsall,SF,WR,10,Yes,No,No,10,No,Yes,0.2,0.8,11,5,,1,0.2,,0.5,1,,0.2,46,107,1,,,4,21.4,2,65.4,4.6,9.2,-1.349,,46,1,9.1926,9.1926,0.5,10.6,11.6,11.1,11.6,11.6,11.6,11.1,11.6,11.6,11.6,11.1,11.6,11.6,,30,5,30,5,,,,,
Jordan Matthews,CAR,TE,3,No,No,Yes,3,No,Yes,0.6667,0.3333,3,1,1,1,1,,0.3333,,,,,16,,,,,16,,39.6,,,-10.191,,,,1.8642,1.8642,0.3333,,,,,,,,,,,,,,,,,,,,,,,
Jeremy McNichols,WAS,RB,5,Yes,No,No,5,No,Yes,0.6,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,
Jerome Ford,CLV,RB,8,No,No,Yes,7,No,No,0.1429,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2857,0.5714,,,
George Pickens,PIT,WR,7,No,No,No,6,No,No,0.1667,0.8333,14,1,1,,,,0.1667,,,,,38,,,,1,38,1,39.6,,,-11.7164,,,,2.476,2.476,0.1429,,,,,,,,,,,,,,,,,,,,,,,
Jermaine Burton,CIN,WR,6,Yes,Yes,No,6,Yes,Yes,0.5,0.5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
